job_title,job_title_found,company,location,sources,jobkeys,dates,description,department_name,department_code,rome_code
promoteur des ventes,Promoteur des ventes paca-languedoc F/H,VIRAGE CONSEIL ANIMATION - MERCHANDISING,"Aubagne, Provence-Alpes-Côte d'Azur, FR",We Recruit,8a9529b55b18,2020-07-02,"L'entrepriseVirage Conseil accompagne de nombreux industriels de la grande distribution par l’externalisation de leur force de vente.
En pleine croissance et en fort développement, Virage Conseil recrute pour le compte d’un de ses clients, un(e) Promoteur des ventes (F/H) pour un CDD de 3 mois.
Description du posteRattaché(e) au Chef des Ventes National, vous intervenez sur le réseau GMS et êtes expert(e) des catégories dans lesquelles vous évoluez. Ainsi, vous :
- Assurez la commercialisation et la revente de vos gammes (sell-out), optimisez la politique des 4P pour booster les ventes
- Mettez tout en œuvre pour assurer la présence des références dans chacun des points de vente de votre secteur et leur théâtralisation ;
- Êtes l’interlocuteur(trice) privilégié(e) et légitime des Chefs de rayon et Directeurs de magasin&nbsp;

- Établissez un reporting régulier de votre activité.
Profil recherchéDe formation Bac +2 minimum en Commerce, vous disposez d'une expérience d’au moins 1 an dans la vente en GMS. 
Doté(e) d'excellentes qualités relationnelles vous êtes reconnu(e) pour votre organisation et votre capacité à travailler en équipe.
proactif et commercial, votre ténacité et votre réactivité seront essentiels pour réussir dans cette fonction.",La Réunion,974,M1706
promoteur des ventes,Promoteur des ventes en alternance (H/F),MBWAY CAEN,"Caen, Normandy, FR",Talentplug,4c9c6bdaada9,2020-07-06,"A propos de l'entreprise :<br>MBWAY Caen, école internationale de management de Bac+3 à Bac+5 recherche pour l'un de ses grands partenaires un promoteur des ventes H/F en contrat de professionnalisation ou en contrat d'apprentissage.  Une formation ou un emploi : pourquoi pas les deux    Vous souhaitez vous orienter vers une formation vous professionnalisant. Dès septembre prochain, profitez des avantages d'un contrat en alternance pour vous former et acquérir un Bac + 5 Management Commerce Entrepreneuriat.Vous préparerez sur 24 mois en contrat de professionnalisation ou d'apprentissage, un MBA Management Commerce Entrepreneuriat (Titre certifié par l'Etat niveau 7 -validant 300 crédits ECTS). La formation sera assurée par l'école de Caen / Saint Contest MBWAY Caen recrute, pour son partenaire, un promoteur des ventes H/F en alternance, qui aura pour mission de développer la présence des produits, d'initier, développer et entretenir une bonne relation commerciale avec ses interlocuteurs en magasin et de véhiculer l'image de l'entreprise. <br>Profil recherché :<br>Autonome, aisance relationnelle, sens du service clients, sens de la négociation, rigueur et organisation, capacité d'adaptationBac+3 validé ou disposer de 180 crédits ECTS  Permis B obligatoire, première expérience commerciale obligatoire, bonnes connaissances des produits et des GMS si possible Rémunération : % du SMIC selon la grille de rémunération du contrat  Avantages : intéressement, véhicule de société, téléphone, frais de vie<br>A propos du poste :<br>Initier, développer et entretenir une bonne relation commerciale avec les interlocuteurs magasins Véhiculer l'image de l'entreprise Négociation des actions commerciales  Distribution : développer la présence de nos marques Exposition : développer la visibilité de nos marques Promotion : développer les volumes sur nos marques  Négocier des displays sauvages  Assurer un reporting quotidien de son activité via un outil informatique CRM  Remonter un maximum d'informations aux différents services commerciaux et marketing  Mettre les informations dans le Cloud",La Réunion,974,M1706
promoteur des ventes,Promoteur des ventes (H/F),Groupe Actual,"Le Robert, DOM-TOM, FR",Groupe Actual,637ae6e82237,2020-07-06,"<p><p><b>Le poste</b></p></p> <p>*Met en œuvre le plan d’action commercial relatif à son secteur </p><p> Assure les prises de commande et les transmet quotidiennement à la </p><p>Société </p><p> Veuille à la gestion quantitative et qualitative des produits en magasin (rupture-surstock) </p><p> Développe le chiffre d’affaires réalisé avec ses clients </p><p> Saisit l’ensemble des opportunités notamment celles liées aux </p><p>emplacements </p><p> Optimise l’action des sous traitants (techniciens de rayon, animateurs).</p> <p><p><b> Le profil recherché </b></p></p> <p>- Force de proposition</p><p>- Relations commerciales</p><p>- Ponctualité</p><p>- Rigueur</p><p>- Esprit d'équipe</p><p>- Aisance orale</p>",La Réunion,974,M1706
promoteur des ventes,"Promoteurs/promotrices des ventes en stage - Paris, Lyon, Strasbourg",ORANGINA SUNTORY FRANCE,"Aix-en-Provence, Provence-Alpes-Côte d'Azur, FR",iQuesta,f8f0a65c6fcc,2020-07-06,"TCMA recrute pour le compte d&rsquo;ORANGINA SUNTORY FRANCE
""Des promoteurs/promotrices des ventes &raquo; en stage ""
&laquo; Boostez et secouez &raquo; votre CV en r&eacute;alisant un stage de fin d&rsquo;&eacute;tude comme promoteur / promotrice des ventes sur le circuit hors domicile pour le leader du march&eacute; des soft drinks hors cola = Orangina Suntory France
Votre mission
Vous serez rattach&eacute;(e) &agrave; un responsable p&eacute;dagogique qui est un expert sur le circuit Hors-Domicile (Caf&eacute;s, Ventes &agrave; Emporter&hellip;)
Vous ferez partie int&eacute;grante d'une &eacute;quipe op&eacute;rationnelle et dans le cadre de votre projet p&eacute;dagogique, votre mission d&eacute;marrera par une semaine de formation aux techniques de vente et aux produits de la gamme.
Ensuite, en bin&ocirc;me avec votre manager, vous serez amen&eacute; progressivement &agrave; g&eacute;rer en autonomie les clients afin de :

Participer &agrave; l&rsquo;implantation des gammes de produits sur le circuit du hors domicile,
Prospecter et fid&eacute;liser afin d&rsquo;implanter les nouveaut&eacute;s et parfaire la d&eacute;tention de gamme des r&eacute;f&eacute;rences incontournables.
Assurer la meilleure visibilit&eacute; des marques en n&eacute;gociant des contres parties en dotations de PLV qualitatives et fonctionnelles &agrave; l&rsquo;occasion de vos prises de commandes
Assurer le reporting de votre action au quotidien &agrave; l&rsquo;aide d&rsquo;outils num&eacute;riques fournis

Au-del&agrave; de la puissance des marques de votre portefeuille, vous disposez de nombreux moyens (Gratuit&eacute;s et PLV) pour susciter l&rsquo;int&eacute;r&ecirc;t de vos interlocuteurs.
Dur&eacute;e de la mission : 3,5 moisDates : 31 ao&ucirc;t 2020 au 11 d&eacute;cembre 2020 Type de Contrat : Stage&nbsp;
Localisation :




SECTEUR
LIEU D'HABITATION IDEAL


&nbsp;
&nbsp;


Paris / IDF
Bas&eacute; en IDF dept 92/93/94


&nbsp;
&nbsp;


Lyon
Bas&eacute; &agrave; Lyon


&nbsp;
&nbsp;


Strasbourg
Bas&eacute; &agrave; Strasbourg


&nbsp;
&nbsp;




Votre profil
Bac +3 /+5 - Vous avez une premi&egrave;re exp&eacute;rience commerciale, de pr&eacute;f&eacute;rence dans l&rsquo;agroalimentaire et id&eacute;alement sur le circuit du hors domicile.

Vous &ecirc;tes dynamique, souriant, instinctif et aimez le contact humain.
Vous aimez convaincre, vous savez &eacute;couter et avez le go&ucirc;t du challenge.
Vous &ecirc;tes organis&eacute; et &agrave; l&rsquo;aise avec les logiciels bureautiques
Vous &ecirc;tes titulaire du permis de conduire depuis au moins 1 an (aucune d&eacute;rogation possible)

R&eacute;mun&eacute;ration et conditions de vie

Vous b&eacute;n&eacute;ficiez d&rsquo;une r&eacute;mun&eacute;ration mensuelle fixe Brut et d&rsquo;une prime mensuelle Brut.
Vous disposez d&rsquo;un v&eacute;hicule de service type utilitaire pour vos d&eacute;placements professionnels, d&rsquo;un forfait t&eacute;l&eacute;phonique et d&rsquo;un ordinateur portable.
Vos frais de vie vous sont rembours&eacute;s dans le cadre d&rsquo;un forfait.

Adressez votre CV et lettre de motivation sous&nbsp;r&eacute;f&eacute;rence OSFV2 ou &agrave; l&rsquo;adresse suivante TCMA 235 RUE LEON FOUCAULT 13100 AIX EN PROVENCE",La Réunion,974,M1706
promoteur des ventes,Promoteur des ventes (H/F),Service Innovation Group,"Nancy, Alsace-Champagne-Ardenne-Lorraine, FR",Service Innovation Group,7ea58d123dbb,2020-06-30,"<li>Durée :<b>2 mois</b></li> <li> Expérience :<b>Indifférent</b> </li> <li> Niveau d’études :<b>Indifférent</b> </li> <p><p><b>La vente est un art dans lequel vous excellez</b></p></p> <p>HG International B.V., est une société néerlandaise, fondée en 1969, Leader sur les produits d’entretien, qui possède des implantations dans plusieurs pays. Son siège central (qui est aussi un site de production) fabrique quelques 300 références HG différentes dans plus de 45 pays et proposées à des millions de consommateurs.</p> <b>Votre mission:</b> * Être responsable du développement des parts de marché et du chiffre d'affaire de votre secteur composé d'hypermarchés et supermarchés centralisés et indépendants; * Assurer l'optimisation du référencement des produits HG et des volumes de commande dans chaque magasin; * Assurer les actions de merchandising nécessaires en magasin : Mise en rayon des livraisons produit, réimplantations et recadrages selon les plans merchandising par enseigne; * Chez les indépendants, assurer la prise de commande en direct des produits (implantation, références manquantes, lutte anti-rupture) * Proposer des actions visant à optimiser les ventes via des outils promotionnels. <b>Secteur : 08-51-10-89-21-39-25-70-52-55-88-67-68-54-57-90</b> <b>Durée de la mission</b> : du 1er juillet 2020 au 31 août 2020. <b>Éléments</b><b> de rémunération</b> : 1700€/brut mensuel +300€ de variable + remboursement des frais des vie + Véhicule de service + PC ou tablette, téléphone. <b>Vous habitez de préférence sur Nancy ou Metz.</b> <p><p><b>Profil de candidat recherché :</b></p></p> <p>Expert de la vente, votre rigueur, votre autonomie, votre relationnel, votre sens de l'organisation et du détail feront la différence !</p> <p>Vous avez impérativement une expérience significative de promoteur/chef de secteur en gms auprès d'enseignes alimentaires.</p> <p>Vous êtes intéressé? Envoyez nous vite votre CV! </p>",La Réunion,974,M1706
promoteur des ventes,Promoteur des Ventes H/F,Groupe v 33,"Caen, Normandy, FR",Groupe v 33,bc400638063b,2020-07-02,"<p><p><b>Vos missions</b></p></p> sont les suivantes :<li><b>Assurer la mise en avant commerciale</b> : Sous la direction du Directeur Régional des ventes et rattaché au Chef de Secteur, vous appliquez les accords et la stratégie commerciale définis. Vous faites respecter les plans merchandising et mettez en place les PLV et ILV (Publicités sur le Lieu de Vente et Informations sur le Lieu de Vente). Vous implantez et assurez la présence de nos produits dans les linéaires et vérifiez systématiquement les facings dans le but de maximiser ou optimiser les ventes. Vous participez à la mise en place des podiums, et des TG (Têtes de gondoles).</li><li><b>Réaliser les animations et démonstrations</b> : Vous réalisez dans les magasins des animations et démonstrations sur certaines familles de produits. Pour ce faire, vous utilisez les supports mis à votre disposition par le service Trade Marketing pour appliquer nos produits devant les consommateurs finaux. Vous êtes là pour promouvoir nos produits et véhiculer une image de marque de notre société. Votre relationnel est primordial et vous permettra de fidéliser les consommateurs.</li><li><b>Former les vendeurs et chefs de rayon</b> : En tant qu’expert, vous êtes en mesure de former les équipes présentes en magasin à l’utilisation et l’application de nos produits V33 et Libéron. Vous faites en sorte que les bonnes informations et les bonnes pratiques soient relayées auprès des clients.</li><li><b>Assurer le suivi commercial</b> : En lien direct avec l’équipe commerciale, marketing et ADV vous échangez en permanence les informations terrain susceptibles d’améliorer la qualité et la quantité des ventes réalisées. Vous alertez le CS sur l’absence de produits dans les rayons et/ou prises de commandes pour assurer le réassort. Vous assurez le captage auprès des clients afin d’éviter les ruptures de stock. Vous remontez à votre hiérarchie les informations concernant l’avancée de vos objectifs, ainsi que toutes informations commerciales pertinentes via les rapports de visite. Vous assurez un rôle de veille sur les éléments concurrentiels du marché.</li><p><b>Profil recherché </b>: Vous justifiez idéalement d’une formation dans le domaine de la vente et d’une 1ère expérience auprès de la grande distribution (GSB, GSA, GMS). Intéressé par l’univers du bricolage et de la décoration, vous êtes organisé, enthousiaste, autonome et résistant physiquement pour réaliser les implantations. Vous maîtrisez les techniques du merchandising et faites preuve d’une bonne écoute et d’un sens du relationnel et du contact développé.</p> <p><b>Conditions : </b>Salaire fixe + variable + remboursement de frais + véhicule + téléphone.</p><p>L’emploi nécessite de nombreux déplacements et nécessite de travailler les samedis pour réaliser les animations en magasin. De plus, vous découcherez plusieurs nuits par mois pour couvrir le secteur.</p> <p><b>Poste en CDI, à pourvoir dès janvier 2020.</b></p><p>Basé idéalement dans la région de Caen, vous couvrez les départements suivants : <b>14/28/27/35 partiellement/50/53 partiellement/61</b>.</p>",La Réunion,974,M1706
promoteur des ventes,promoteur des ventes – findus F/H,Actiale,"Toulouse, Occitanie, FR",Actiale,5273482c8daf,2020-07-06,"<p><p><b> L'entreprise </b></p></p> <p>Nous accompagnons de nombreuses marques de grande consommation, dans la valorisation de leurs produits en point de vente. </p><p>Pour accompagner le développement de nos partenariats clients, nous recherchons des personnes attirées par le dynamisme de l’univers de la grande distribution pour des postes de commerciaux, animateurs, merchandiseurs.</p><p>Si la vente, la valorisation du produit, l’atteinte des objectifs et les défis personnels sont vos moteurs au quotidien, postulez dès maintenant pour rejoindre une équipe professionnelle, active et motivée, soucieuse des valeurs humaines.</p> <p><p><b> Description du poste</b></p></p> <p>Nous recherchons, pour l’un de nos clients spécialisé dans les surgelés, 1 promoteur des ventes (H/F) sur Toulouse.</p><p><b>Type de Contrat</b><b> : CDD de mi-septembre à mi-novembre 2020</b></p><p>Votre mission consiste à :</p> <li>Augmenter la DN sur les principales références de la marque</li> <li>Assurer la présence des innovations en fonction des typologies de point de vente. </li> <li>Assurer les implantations, réimplantations et recadrages</li> <li>Assurer un reporting qualitatif et quantitatif via vos tablettes suivant le rythme demandé dans le cadre de la mission</li> <p><b>Conditions :</b></p> <p><b>Frais de vie</b></p><p>Déjeuner : Forfait 12€ et maxi 19 € au réel (sur justificatifs)</p><p>Autres frais professionnels : remboursement au réel (sur justificatifs)</p><p>Package : Voiture société / Tablette connectée / participation forfait téléphone portable</p> <p><p><b> Profil recherché</b></p></p> <p>De formation bac + 2 à dominante commerciale, Homme ou Femme de terrain, dynamique et enthousiaste.</p><p>Une première expérience dans l’univers de la grande distribution est impérative. Connaitre l’univers Surgelé est un réel plus.</p><p>Vous savez restituer une argumentation produit simple.</p><p>Organisation, rigueur et autonomie seront les atouts majeurs de votre réussite dans le cadre de l’organisation de votre activité</p><p>La maîtrise de l’outil informatique (pack office) est requise</p><p>Autres : Permis B depuis au moins 2 ans</p>",La Réunion,974,M1706
promoteur des ventes,Promoteur·rices des ventes (H/F),TETRANERGY,"Roscoff, Bretagne, FR",Dom Tom Job,6c7031654fc1,2020-07-07,"Description        •Vous avez le sens du commerce. •Vous êtes souriant·e et doté·e d'un excellent relationnel. •Vous possédez une bonne élocution. •Vous êtes très dynamique. •Vous êtes autonome, disponible, motivé·e et vous voulez vous investir. •Vous avez une bonne présentation et le sens de l’accueil.  TetraNergy recherche, pour un de ses partenaires du secteur de l’aménagement et de la décoration, à St-Pierre 2 promoteur·rices des ventes  Vos missions : •Accueillir les clients professionnels et particuliers en magasin. •Évaluer leurs besoins et les conseiller sur les produits correspondant à leurs attentes en utilisant un argumentaire de vente. •Calculer une surface au m² par rapport à un plan et à un produit. •Réaliser les bons de commande des clients. •Réaliser un chiffre d’affaires demandé. •Mener à bien les responsabilités qui vous seront confiées en magasin, d’abord en binôme, puis de manière autonome. •Être garant·e de la propreté et du rangement de sa zone de travail.  Postes à pourvoir immédiatement, en contrat de professionnalisation de 18 à 20 mois : vous suivrez en alternance, un jour par semaine, une formation dans le domaine du commerce conduisant à un Bachelor ROGE (Responsable opérationnel de la gestion d’entreprise).  Merci d’adresser votre candidature avec CV + photo, en indiquant l’intitulé de l’annonce, à : recrutement@tetranergy.com",La Réunion,974,M1706
promoteur des ventes,Promoteur des ventes Ducros/Vahiné/TK CDI à Metz H/F,McCormick Retail Services,"Metz, Grand Est, FR",Beetween,827e608e7530,2020-07-06,"SociétéIntégrez McCormick Retail Services et venez participer au développement de nos marques iconiques Ducros, Vahiné et Thai Kitchen !
Notre métier s’articule autour d’un service optimum à nos clients distributeurs, du déploiement de notre stratégie commerciale à l’optimisation du linéaire en passant par le développement des ventes.
Depuis plus de 35 ans, notre force de vente assure un maillage de près de 4500 points de ventes hypermarchés et supermarchés.
Forts d’un savoir-faire unique, la qualité de service est au cœur de chacune de nos actions, tout comme le respect et la diversité que nous avons à cœur de promouvoir au sein de nos équipes. Rejoignez-nous et partagez nos valeurs de confiance, d’engagement et d’efficacité !MissionNous recherchons un(e) Promoteur des Ventes H/F en CDI à partir du 14/09/2020, basé à Metz pour visiter entre 30 et 40 magasins, hypermarchés ou supermarchés.Votre mission principale sera d&#39;optimiser la présence des produits Ducros, Vahiné et Thai Kitchen chez nos clients GMS, que ce soit à l&#39;intérieur de nos meubles ou en promotion et notamment :
D&#39;effectuer la meilleure gestion possible de nos rayons (commandes et remplissage notamment en supermarchés)De déployer les actions enseignes validées et d&#39;optimiser les performances de vos magasinsD&#39;atteindre les objectifs des cycles de venteDe rendre compte de votre activitéD&#39;assurer une veille concurrentielle dans les magasins visités (présence et offres concurrentes, etc...)De communiquer au sein de l&#39;organisation toutes les informations pour développer notre courant d&#39;affaires.ProfilVous êtes idéalement titulaire d&#39;un Bac&#43;2, Bac &#43;3 spécialisation Vente/Commerce et disposez d&#39;une première expérience dans l&#39;univers de la GMS, en magasin ou dans une force de vente.
Vous êtes dynamique et autonomeVous avez le sens des responsabilitésVous avez un excellent contact clientVous disposez du permis B depuis 2 ans minimum.
Rémunération attractive : fixe brut mensuel de 1 648€ &#43; variable sur objectifs &#43; frais de vie au forfait. Nos promoteurs/trices sont équipés d&#39;un véhicule de société, d&#39;une tablette et d&#39;un smartphone.
McCormick Retail Services met l&#39;équité des chances au cœur de sa politique de recrutement ; ainsi, nos offres d&#39;emploi sont handi-accueillantes.",La Réunion,974,M1706
promoteur des ventes,Promoteurs des Ventes - Bourges H/F,General Mills,"Bourges, Centre-Val de Loire, FR",General Mills,695762ed55a7,2020-07-02,"Description de l'entrepriseActeur majeur du secteur agro-alimentaire depuis plus de 150 ans, General Mills est un groupe américain de notoriété mondiale présent dans plus de 100 pays avec plus de 100 marques. General Mills compte 38 000 collaborateurs à travers le monde et a enregistré un chiffre d’affaires mondial de 15,7 Mrds de $ pour son année fiscale 2018. En France, General Mills commercialise des marques emblématiques sur 5 segments de marché : Yoplait, Häagen-Dazs, Géant Vert, Old El Paso et Nature Valley. L’entreprise dispose de 5 sites de production sur le territoire français (3 usines Yoplait, 1 usine Häagen Dazs près d’Arras et 1 usine Géant Vert dans les Landes) et d’un centre R&D mondial sur les produits laitiers basé à Vienne en Isère.Pour accompagner notre croissance, nous recherchons de nouveaux talents qui partagent notre philosophie de « Nourrir le monde avec des produits que les gens adorent » et souhaitent rejoindre une société qui conjugue la force d’un groupe puissant et la convivialité d’une entreprise à taille humaine.Notre volonté est de leur offrir des opportunités enrichissantes et de les intégrer dans une équipe dont la culture repose sur des valeurs fondées sur l’innovation permanente, l’excellence, la passion pour nos marques, le respect de l’environnement et le sens aigu de la performance.Description du posteNous recherchons, pour conforter la présence en magasin de l'ensemble de nos marques : Häagen Dazs, Yoplait, Géant Vert, Old el Paso, Nature Valley, des promoteurs des ventes sur Bourges / Châteauroux / Montluçon / Nevers / Vierzon / Romorantin LanthenayRattaché(e) au Compte Clé Secteur / Chef de Secteur, vous contribuez à conforter la présence des marques sur le parc de magasins (hypermarchés) qui vous est confié.Vos missions :Vous assurez dans les hypermarchés tout le support nécessaire à la mise en œuvre du plan d’affaire négocié par le chef de secteur, en garantissant la parfaite exécution de 3 des 4P (Présence, place, promotion)Vous contribuez à assurer la stratégie commerciale (innovations, rénovations, activations) et le plan d’affaire négocié par le Chef de Secteur auprès de ses interlocuteurs dédiés : Gestionnaire, ELS, niveau 4… Vous veillez au réapprovisionnement du fond de rayon et des têtes de gondoles. Vous recommandez les niveaux de commandes pour éviter les ruptures. Vous relayez les opérations promotionnelles par une présence terrain. Vous êtes amené(e) ponctuellement à réaliser des réimplantations de nuit.QualificationsDe formation commerciale type BTS ou DUT Force de Ventes, Action Commerciale ou équivalent, vous disposez de préférence d’une première expérience en Grande Distribution qui vous a familiarisé avec cet environnement. Vous avez le goût de la promotion de produits grande consommation. Notre environnement exigeant et qualitatif est de nature à intéresser des personnes désireuses de s’investir dans une activité prenante, impliquant autonomie, autodiscipline et sens du résultat.Nous vous assurons d’une formation à nos produits et à nos méthodes de travail ainsi que d’un parcours évolutif permettant d’exprimer votre fibre commerciale. Permis de conduire B valide obligatoire.Horaires : 35 h/semaine, du lundi au vendredi de 5h à 12h.30Avantages : Voiture,ordinateur et téléphone fournis.",La Réunion,974,M1706
promoteur des ventes,Promoteur des Ventes Aix en Provence - CDI F/H,General Mills,"Aix-en-Provence, Provence-Alpes-Côte d'Azur, FR",General Mills,2598c485ed58,2020-07-01,"Description de l'entreprise Acteur majeur du secteur agroalimentaire depuis plus de 150 ans, General Mills est un groupe américain de notoriété mondiale présent dans plus de 100 pays avec plus de 100 marques. General Mills compte 38 000 collaborateurs à travers le monde et a enregistré un chiffre d'affaires mondial de 16, 9 Mrds de $ pour son année fiscale 2019. En France, General Mills commercialise des marques emblématiques sur 5 segments de marché : Yoplait, Häagen-Dazs, Géant Vert, Old El Paso et Nature Valley. L'entreprise dispose de 5 sites de production sur le territoire français (3 usines Yoplait, 1 usine Häagen Dazs près d'Arras et 1 usine Géant Vert dans les Landes) et d'un centre R&D mondial sur les produits laitiers basé à Vienne en Isère. Pour accompagner notre croissance, nous recherchons de nouveaux talents qui partagent notre philosophie de « Nourrir le monde avec des produits que les gens adorent » et souhaitent rejoindre une société qui conjugue la force d'un groupe puissant et la convivialité d'une entreprise à taille humaine. Notre volonté est de leur offrir des opportunités enrichissantes et de les intégrer dans une équipe dont la culture repose sur des valeurs fondées sur l'innovation permanente, l'excellence, la passion pour nos marques, le respect de l'environnement et le sens aigu de la performance. Description du posteNous recherchons, pour conforter la présence en magasin de l'ensemble de nos marques : Häagen Dazs, Yoplait, Géant Vert, Old el Paso, Nature Valley, des promoteurs des ventes sur Aix en Provence / Gap / Salon / Briançon / Digne / ManosqueRattaché(e) au Compte Clé Secteur / Chef de Secteur, vous contribuez à conforter la présence des marques sur le parc de magasins (hypermarchés) qui vous est confié.Vos missions :Vous assurez dans les hypermarchés tout le support nécessaire à la mise en œuvre du plan d’affaire négocié par le chef de secteur, en garantissant la parfaite exécution de 3 des 4P (Présence, place, promotion)Vous contribuez à assurer la stratégie commerciale (innovations, rénovations, activations) et le plan d’affaire négocié par le Chef de Secteur auprès de ses interlocuteurs dédiés : Gestionnaire, ELS, niveau 4… Vous veillez au réapprovisionnement du fond de rayon et des têtes de gondoles. Vous recommandez les niveaux de commandes pour éviter les ruptures. Vous relayez les opérations promotionnelles par une présence terrain. Vous êtes amené(e) ponctuellement à réaliser des réimplantations de nuit.QualificationsDe formation commerciale type BTS ou DUT Force de Ventes, Action Commerciale ou équivalent, vous disposez de préférence d’une première expérience en Grande Distribution qui vous a familiarisé avec cet environnement. Vous avez le goût de la promotion de produits grande consommation. Notre environnement exigeant et qualitatif est de nature à intéresser des personnes désireuses de s’investir dans une activité prenante, impliquant autonomie, autodiscipline et sens du résultat.Nous vous assurons d’une formation à nos produits et à nos méthodes de travail ainsi que d’un parcours évolutif permettant d’exprimer votre fibre commerciale. Permis de conduire B valide obligatoire.",La Réunion,974,M1706
promoteur des ventes,PROMOTEUR DES VENTES GMS H/F,Locaser Interim,"Montagnol, Languedoc-Roussillon Midi-Pyrénées, FR",LOCASER intérim,caca0d3b7fb6,2020-07-06,"LOCASER, qui sommes-nous ? Nous sommes une société d'intérim, spécialisée dans la fonction vente. Nous sommes l'une des 5 sociétés qui constituent le groupe FMG, leader de l'externalisation commerciale en France. Passionnés, ambitieux et engagés, nous mettons toute notre expertise terrain au service du développement des ventes et de la valorisation des marques et produits de nos clients, et ce depuis plus de 10 ans. Pour en savoir plus : www.locaser-interim.comLOCASER INTERIM, spécialiste de la fonction vente en GMS recherche pour un grand acteur dans le secteur de l'hygiène un/e promoteur/trice des ventes expérimenté/e H/F sur la Région Pays de Loire.

Vous intervenez en GMS pour mener des actions de merchandising (recadrage rayon et action anti-rupture) et effectuer un compte rendu journalier avec photos des actions réalisées
Votre activité s'effectuera principalement en horaire de jour mais peut nécessité quelques interventions en horaire de nuit.

Secteur  à pourvoir  :  NANTES  depts 44-85

Formation produit assurée par visioconférenceDe formation BAC /BAC+2
Expert/e en merchandising vous avez une expérience significative en tant que promoteur/trice des ventes
vous savez gérer votre activité, votre planning et votre reporting en toute autonomie. Vous maîtrisez les outils informatiques et internet

Votre goût des contacts et votre excellent relationnel seront un plus.
CDD de 3 mois à partir de juin 2020
Poste à pourvoir immédiatement
35 h / semaine

11.15 € / heure tarif de jour (de 6h à 21 h) avec majoration en heure de nuit à 40% 

9.30 € /jour repas

91 € nuitée (hôtel +repas +petit déjeuner) sur justificatif

Véhicule fourni (soumis à avantage en nature) + carte essence + carte de télépéage)

Tablette fournie",La Réunion,974,M1706
promoteur des ventes,PROMOTEUR DES VENTES H/F 71,OC FINANCIAL,"Mâcon, Burgandy, FR",Multiposting,515a4445bf59,2020-07-02,"Optimark, recherche pour représenter un de ses clients, pour une opération COMMANDO, un Promoteur des Ventes H/F afin de visiter un portefeuille de magasins (environ 170 magasins) sur plusieurs départements (71-01-21-39-58-69).<br>Vos missions principales:<br>-        -Se présenter auprès des clients et visiter environs 10 PDV/ jours<br>-        -Enlever et déposer de la PLV sur le lieu de vente <br>-       - Effectuer un reporting + photos<br>Profil :<br>De formation Bac à Bac +2, vous disposez d'une première expérience en tant que Promoteur des ventes h/f. Vous avez l'habitude de visiter des PDV et savez organiser vos plans de tournées afin d'optimiser votre temps. Vous avez déjà posé de la PLV et êtes efficace.<br><br>Compétences requises:<br><br>- Sérieux(se) et Fiable<br><br>- Compétent(e) en Bricolage <br><br>- Capacité à effectuer un reporting sur smartphone et capacité à se servir d'un GPS sont des conditions également indispensables<br><br>- Permis de conduire valide indispensable ! (véhicule de fonction)<br><br>Démarrage lundi prochain le 22/06 jusqu'au 17/07/2020.<br><br>Rémunération mensuelle : Fixe de 1600 € Bruts + 150 € de primes - Contrat Intérim d'1 mois.<br><br>Vous disposerez d'un véhicule utilitaire de 12m3 pour cette mission.<br>Départements sur lesquels nous recherchons: 71/01",La Réunion,974,M1706
promoteur des ventes,"Promoteur des ventes (h/f), Noisiel",Spring,"Noisiel, Île-de-France, FR",Spring,02908b07ee35,2020-07-05,"Spring recrute pour son client, célèbre multinationale et principal acteur dans le domaine de l&#39;agroalimentaire, un Merchandiser H/F. En binôme avec le Responsable de secteur, le futur Merchandiser s&#39;occupe de la mise en valeur du produit en proposant des solutions de mise en rayon avec pour objectif de booster les ventes. Le poste est rattaché hiérarchiquement au Responsable merchandising et Catégorie et fonctionnellement au Responsable de secteur. Les départements d&#39;intervention sont le : 62/80/76.Les secteurs concernés :-         Culinaire : Bouillons et purée-         Nutrition infantile (lait)-         Chocolat (tablette et poudre petit déj)-         Café (soluble et dosette)L’expérience recherchéeUne expérience en grande distribution/relation client est recherchéeLes compétences techniques -         Comprendre le comportement du consommateur-         Optimiser la mise en rayon : arrange les produits en fonction des prix, collections, priorités de vente, mise en valeur des produits cibles. -         Optimise la mise en rayon -         Rôle de formation auprès des responsables de rayon/magasin-         Veille sur les tendances, le désir des consommateurs pour gérer efficacement les espacesLes savoir-être Le candidat doit avoir la connaissance et la curiosité produit.Le candidat doit être engagé et attaché au groupe.Le sens du résultat, de l’initiative, et un état d’esprit positif sont aussi fortement appréciésPour faire la différence : www.springfrance.com",La Réunion,974,M1706
